time,mouse_x,mouse_y,mouse_speed_x,mouse_speed_y,neuron_0,neuron_1,neuron_2,neuron_3
1700571438.0804899, 295, 570, 0, -1, 0, 0, 0, 0
1700571438.09791, 295, 569, 0, -1, 0, 0, 0, 0
1700571438.114246, 295, 568, 0, -1, 0, 0, 0, 0
1700571438.131017, 295, 566, 0, -2, 0, 0, 0, 0
1700571438.1482759, 295, 565, 0, -1, 0, 0, 0, 0
1700571438.164459, 295, 564, 0, -1, 0, 0, 0, 0
1700571438.182741, 295, 562, 0, -2, 0, 0, 0, 0
1700571438.200205, 295, 560, 0, -2, 0, 0, 0, 0
1700571438.216579, 295, 558, 0, -2, 0, 0, 0, 0
1700571438.233693, 296, 556, 1, -2, 0, 0, 0, 0
1700571438.2513049, 296, 555, 0, -1, 0, 0, 0, 0
1700571438.268289, 296, 552, 0, -3, 0, 0, 0, 0
1700571438.2841852, 296, 550, 0, -2, 0, 0, 0, 0
1700571438.301867, 296, 547, 0, -3, 0, 0, 0, 0
1700571438.318493, 297, 544, 1, -3, 0, 0, 0, 0
1700571438.336426, 297, 540, 0, -4, 0, 0, 0, 0
1700571438.353761, 297, 535, 0, -5, 0, 0, 0, 0
